chr	start	end	score
1	174750000	175000000	-0.496878501667
1	175000000	175350000	-0.713201406143
1	175350000	176100000	-0.30172489982
1	176100000	176900000	-0.335912249201
1	176900000	177200000	-0.582252686273
1	177200000	177950000	-0.006786286005
1	177950000	178300000	-0.707019434225
1	178300000	179050000	-0.453608277843
1	179050000	179350000	-0.471507860391
1	179350000	179850000	-0.357293001335
1	179850000	180200000	-0.309631032819
1	180200000	180500000	-0.295618945694
1	180500000	180850000	-0.687058669098
1	180850000	181200000	-0.316927501942
1	181200000	181450000	-0.38441083314
1	181450000	182050000	-0.3134439891
1	182050000	182400000	-0.455845572978
1	182400000	182850000	-0.082760473874
1	182850000	183250000	-0.688721086321
1	183250000	183650000	-0.289627928782
1	183650000	184050000	-0.517998286776
1	184050000	184750000	-0.37083630651
1	184750000	185200000	-0.666241124183
1	185200000	185700000	-0.35778924914
1	185700000	186400000	-0.482610454669
1	186400000	187050000	-0.583432520897
1	187050000	188800000	-0.583954474395
1	188800000	189400000	-0.133320263729
1	189400000	190450000	-0.189964218891
1	190450000	190850000	-0.644280067676
1	190850000	192450000	-0.464408746558
1	192450000	193750000	-0.754558896914
1	193750000	195750000	-0.009979027609
1	195750000	196700000	-0.406173730767
1	196700000	197500000	-0.376190297983
1	197500000	197900000	-0.303545268144
1	197900000	198750000	-0.177114542737
1	198750000	199650000	-0.666237292129
1	199650000	200550000	-0.46119315546
1	200550000	200850000	-0.673349669751
1	200850000	201450000	-0.248576289986
1	201450000	201850000	-0.318522518867
1	201850000	202150000	-0.223025371494
1	202150000	202750000	-0.436840501962
1	202750000	203000000	-0.148050076008
1	203000000	203300000	-0.300383593462
1	203300000	203850000	-0.206112662123
1	203850000	204150000	-0.644033809797
1	204150000	204500000	-0.303588670789
1	204500000	204800000	-0.374136809709
1	204800000	205300000	0.041382365838
1	205300000	205750000	-0.325178456376
1	205750000	206250000	-0.269320911949
1	206250000	207050000	-0.503432184125
1	207050000	207800000	-0.462850842721
1	207800000	208250000	-0.515507906188
1	208250000	208650000	-0.410714288582
1	208650000	209200000	0.094030395784
1	209200000	209550000	-0.158677529085
1	209550000	209800000	-0.423272803544
1	209800000	210400000	-0.504651628798
1	210400000	211250000	-0.560779615733
1	211250000	211700000	-0.533437987396
1	211700000	212050000	-0.501417557747
1	212050000	212450000	-0.28293316708
1	212450000	213050000	-0.530414325898
1	213050000	214150000	-0.646344329669
1	214150000	214650000	-0.452678417286
1	214650000	215600000	-0.701296579657
1	215600000	216750000	-0.66316549025
1	216750000	217400000	-0.317004627094
1	217400000	217700000	-0.189419042713
1	217700000	218300000	-0.187511615015
1	218300000	219100000	-0.871520666147
1	219100000	219850000	-0.012613441767
1	219850000	220800000	-0.602275931103
1	220800000	221450000	-0.679726681354
1	221450000	223100000	-0.384327570333
1	223100000	223700000	-0.39947393026
1	223700000	224100000	-0.525253970765
1	224100000	224450000	-0.16643465718
1	224450000	224950000	-0.520127867255
1	224950000	225450000	-0.421098780669
1	225450000	226050000	-0.716064325873
1	226050000	226400000	-0.527525134065
1	226400000	226900000	-0.371878683607
1	226900000	227450000	-0.168939298444
1	227450000	227750000	-0.517191626221
1	227750000	228150000	-0.21260761702
1	228150000	228600000	-0.008950700341
1	228600000	229250000	-0.846079996676
1	229250000	229550000	-0.454172886032
1	229550000	230300000	-0.504368382096
1	230300000	231250000	-0.612089852773
1	231250000	231650000	-0.466226827348
1	231650000	232600000	-0.572181143795
1	232600000	233300000	-0.060824659639
1	233300000	234100000	-0.743949027398
1	234100000	235100000	-0.582120378631
1	235100000	235500000	-0.687117989564
1	235500000	236100000	-0.361508112736
1	236100000	236600000	-0.909978074427
1	236600000	237800000	-0.552179850338
1	237800000	238250000	-0.66190174108
1	238250000	238950000	0.074968021873
1	238950000	239350000	-0.18670102414
1	239350000	240000000	0.133604624033
1	240000000	240700000	-0.635756560849
1	240700000	241500000	-0.446030223028
1	241500000	241850000	-0.543928002256
1	241850000	242450000	-0.385838071682
1	242450000	243050000	-0.092563154905
1	243050000	243350000	-0.47819689143
1	243350000	244300000	-0.528260468393
1	244300000	245100000	-0.516187963305
1	245100000	246000000	-0.563268020893
1	246000000	246500000	-0.280293710293
1	246500000	246850000	-0.510730983495
1	246850000	247350000	-0.344799452443
1	247350000	247600000	-0.081654674632
2	700000	1550000	-0.020116225428
2	1550000	1850000	-0.299858081374
2	1850000	3650000	-0.605608357157
2	3650000	5400000	-0.878303617675
2	5400000	5950000	-0.15233163498
2	5950000	6850000	-0.067789884281
2	6850000	7100000	-0.885181501037
2	7100000	7700000	-0.738702611327
2	7700000	9450000	0.311216577584
2	9450000	10100000	-0.316286098172
2	10100000	10700000	-0.562450451333
2	10700000	11150000	-0.79733815306
2	11150000	11800000	-0.516941725077
2	11800000	12700000	-0.972064932446
2	12700000	13050000	-0.252757125871
2	13050000	13550000	-1.151703621511
2	13550000	14400000	-0.019721353901
2	14400000	15200000	-0.150394069285
2	15200000	15600000	-0.412936237328
2	15600000	16500000	-0.841971706145
2	16500000	17700000	-0.655294666538
2	17700000	18400000	-0.584609527756
2	18400000	19350000	-0.791519012991
2	19350000	19900000	-0.471560330107
2	19900000	20350000	-0.908589659038
2	20350000	20650000	-0.73732204422
2	20650000	21350000	-1.14245911342
2	21350000	22350000	-0.188833749768
2	22350000	23800000	-0.078476906372
2	23800000	24400000	-0.674413316646
2	24400000	24800000	-0.684987637529
2	24800000	25200000	-0.59453281148
2	25200000	25600000	-0.523456128685
2	25600000	25850000	-0.410673235673
2	25850000	26200000	-0.487779227444
2	26200000	26800000	-0.199518812269
2	26800000	27050000	-0.387803207564
2	27050000	27350000	-0.049337194406
2	27350000	27700000	-0.427758803346
2	27700000	28450000	-0.902917469646
2	28450000	28900000	-0.70741517349
2	28900000	29250000	-0.696254555034
2	29250000	30150000	-0.814130022222
2	30150000	30700000	-1.013055266288
2	30700000	31850000	-0.809116817528
2	31850000	33600000	-0.632897802398
2	33600000	34100000	-1.011773599681
2	34100000	35100000	-0.307094625907
2	35100000	35450000	-0.026449107394
2	35450000	36350000	-0.24243667488
2	36350000	36800000	-0.749774715026
2	36800000	37100000	-0.653083120884
2	37100000	37900000	-0.614675268308
2	37900000	38300000	-0.60290985394
2	38300000	38800000	-0.535819715964
2	38800000	39300000	-0.689255584795
2	39300000	39850000	-0.576452921472
2	39850000	40500000	-0.685770891913
2	40500000	40800000	0.087118476158
2	40800000	41400000	-0.300722298225
2	41400000	41800000	-0.11564402829
2	41800000	42350000	-1.048144314954
2	42350000	42800000	-0.593541095297
2	42800000	43250000	-1.015033635609
2	43250000	43600000	-0.214186284131
2	43600000	44000000	-0.769477180895
2	44000000	44400000	-0.697902797817
2	44400000	44950000	-0.46179579891
2	44950000	45600000	-0.90214793949
2	45600000	45950000	-0.725006834376
2	45950000	46450000	-0.765774211777
2	46450000	46900000	-0.377791999518
2	46900000	47350000	-0.643584057795
2	47350000	47800000	-0.672394474993
2	47800000	48600000	-0.840644358919
2	48600000	48950000	-0.827341721074
2	48950000	49650000	-0.153605285875
2	49650000	50500000	-0.080762236812
2	50500000	51700000	-1.145380766135
2	51700000	53800000	-0.199314229288
2	53800000	54700000	-1.004940107168
2	54700000	55250000	-0.55749182244
2	55250000	55600000	-0.610020689088
2	55600000	56150000	-0.813751689224
2	56150000	56750000	-0.807839861274
2	56750000	57550000	0.162684824699
2	57550000	58450000	-0.794938472725
2	58450000	59300000	-0.446211883794
2	59300000	60550000	-0.108418490828
2	60550000	61050000	-0.838544711298
2	61050000	61900000	-0.686629698895
2	61900000	62450000	-1.115622814927
2	62450000	62800000	-0.653369761733
2	62800000	63600000	-0.445438877706
2	63600000	64000000	-0.6005768666
2	64000000	64600000	-0.676385062411
2	64600000	64900000	-0.330905832302
2	64900000	65250000	-0.491998059419
2	65250000	65600000	-0.558226872228
2	65600000	68050000	-1.081409433998
2	68050000	68450000	-0.959931773153
2	68450000	68950000	-0.748411603312
2	68950000	69350000	-0.595391477722
2	69350000	70300000	-0.737780712573
2	70300000	70650000	-0.899372234921
2	70650000	71050000	-0.339121115052
2	71050000	71550000	-0.478797521454
2	71550000	72150000	-0.790944884485
2	72150000	73250000	-0.388721348796
2	73250000	73700000	-0.742748117371
2	73700000	74200000	-0.702599231257
2	74200000	74600000	-0.523836082922
2	74600000	74900000	-0.631535193508
2	74900000	75700000	-0.46282861669
2	75700000	76600000	-1.08921459762
2	76600000	76900000	-0.314831057072
2	76900000	79000000	-0.402413650973
2	79000000	79900000	-0.846624159185
2	79900000	81000000	-0.978053852782
2	81000000	81900000	-0.388960365575
2	81900000	82550000	-0.43990388982900003
2	82550000	83200000	0.037844509733
2	83200000	83800000	-0.259955936255
2	83800000	84350000	0.072478711695
2	84350000	84900000	-0.492964923657
2	84900000	85350000	-0.737957220899
2	85350000	85600000	-0.393725550764
2	85600000	86200000	-0.354515089259
2	86200000	88200000	-0.318914599741
2	88200000	88700000	-0.139559365866
2	88700000	91650000	-0.515536389542
2	91650000	96550000	-1.395538015816
2	96550000	97500000	-0.432482648935
2	97500000	98400000	-0.996209905528
2	98400000	99150000	-0.473170551432
2	99150000	99500000	-0.455778311103
2	99500000	100250000	-0.639594793805
2	100250000	100600000	-0.5467520203
2	100600000	101000000	-0.781627660366
2	101000000	101300000	-0.564708134979
2	101300000	101850000	-0.743302077179
2	101850000	102450000	-0.62158748483
2	102450000	102800000	-0.136668627443
2	102800000	103150000	-0.681974030008
2	103150000	103950000	-0.100864633381
2	103950000	104450000	-0.230318049919
2	104450000	105550000	-0.096911956697
2	105550000	106100000	-0.498566003968
2	106100000	106600000	-0.497630459508
2	106600000	107850000	-0.917227408262
2	107850000	108200000	-0.384648130862
2	108200000	108650000	-0.764982782852
2	108650000	109500000	-0.604621240773
2	109500000	110000000	-0.583965791762
2	110000000	110600000	-1.558682608569
2	110600000	111750000	-1.035776087156
2	111750000	112050000	-1.054220728187
2	112050000	113000000	-0.479934607951
2	113000000	113450000	-0.408315148733
2	113450000	113950000	-0.801885387327
2	113950000	114600000	-0.741461979016
2	114600000	115150000	-0.389816670208
2	115150000	115900000	-0.203196364835
2	115900000	116500000	-0.118959921914
2	116500000	117800000	-0.190624820736
2	117800000	118000000	-0.952156719074
2	118000000	118850000	-0.700265198927
2	118850000	119350000	-0.858212010206
2	119350000	119700000	-0.491630686964
2	119700000	120200000	-0.436045507006
2	120200000	120700000	-0.479992640256
2	120700000	121100000	-0.720046667883
2	121100000	121400000	-0.691560696094
2	121400000	121750000	-0.525778188039
2	121750000	122450000	-0.972424367628
2	122450000	124050000	-0.236815424423
2	124050000	124850000	-0.947155877817
2	124850000	125750000	-0.113031410061
2	125750000	126250000	-0.11410281312
2	126250000	127050000	0.270990111848
2	127050000	128750000	-0.929644434816
2	128750000	129400000	-0.194970786829
2	129400000	129900000	0.250383914321
2	129900000	131100000	-0.823099421306
2	131100000	131250000	-0.701706748153
2	131250000	131850000	-0.249383330721
2	131850000	132200000	-0.461768663383
2	132200000	132650000	-0.212606760306
2	132650000	133200000	-0.04338590885
2	133200000	133850000	-0.390750375547
2	133850000	134450000	-0.840815654161
2	134450000	134950000	-0.503505418658
2	134950000	135800000	-0.888405244824
2	135800000	136400000	-0.638262961573
2	136400000	137850000	-1.017372462858
2	137850000	138850000	-1.114407353551
2	138850000	139800000	-1.090596212382
2	139800000	141500000	-0.426493675945
2	141500000	142150000	-0.410409628091
2	142150000	142650000	-0.689728161206
2	142650000	143000000	-0.405341758656
2	143000000	143500000	-0.931381232898
2	143500000	145750000	-0.524600657847
2	145750000	146700000	-0.520490718413
2	146700000	147950000	-1.011036738781
2	147950000	148550000	-0.876170186443
2	148550000	149000000	-0.794223406293
2	149000000	149600000	-0.644991526351
2	149600000	150500000	-1.049268920287
2	150500000	151250000	-0.4014486103
2	151250000	152000000	-0.829952269908
2	152000000	152700000	-0.718207129926
2	152700000	153550000	-1.120405540474
2	153550000	154400000	0.007789810361
2	154400000	155350000	-0.681892993934
2	155350000	156350000	-1.059750182034
2	156350000	156600000	-0.351033333556
2	156600000	157250000	-0.28541497807
2	157250000	158050000	-0.825489154966
2	158050000	158850000	-0.645674212486
2	158850000	160050000	-0.75154461241
2	160050000	161250000	-0.661371518987
2	161250000	161950000	-0.713306441421
2	161950000	162350000	-0.498591413592
2	162350000	163150000	-0.72094117142
2	163150000	164050000	-0.65768161699
2	164050000	164500000	0.039332581053
2	164500000	165000000	-0.672399320891
2	165000000	165350000	-0.57477270822
2	165350000	165900000	0.090526805215
2	165900000	166500000	-0.404074802552
2	166500000	167250000	-0.605342284328
2	167250000	168150000	-0.078846784462
2	168150000	168950000	-1.009819617546
2	168950000	169450000	-0.48364175743
2	169450000	169950000	-0.572687545849
2	169950000	170200000	-0.33597400675
2	170200000	170900000	-0.282665759022
2	170900000	171550000	-1.045162714753
2	171550000	172100000	-0.646539705489
2	172100000	172750000	-0.519859664832
2	172750000	174050000	-0.537870713422
2	174050000	174350000	-0.140491248868
2	174350000	174700000	-0.750500954994
2	174700000	175000000	-0.557736491661
2	175000000	175300000	-0.38879181328
2	175300000	176100000	-0.394278577041
2	176100000	176650000	-1.160585060445
2	176650000	177150000	-0.48982886533
2	177150000	177800000	-0.85474088873
2	177800000	178450000	-0.709940228676
2	178450000	179150000	-0.633197053735
2	179150000	179750000	-0.024644372542
2	179750000	180100000	-0.251453070651
2	180100000	181100000	-0.780144693944
2	181100000	181750000	-0.652148694621
2	181750000	182150000	-0.237070253304
2	182150000	182700000	-0.454941486939
2	182700000	183250000	-0.935856755575
2	183250000	184100000	-0.976685887658
2	184100000	184600000	0.153696707506
2	184600000	185250000	-0.196936806006
2	185250000	186450000	-0.327814778082
2	186450000	186850000	-0.786821393279
2	186850000	187450000	-0.523565154119
2	187450000	187850000	-0.547753133661
2	187850000	188500000	0.095617461641
2	188500000	189000000	-0.760531097937
2	189000000	189450000	-0.437079555964
2	189450000	190350000	-0.9229829335
2	190350000	191050000	-0.38251635625
2	191050000	191550000	-0.619639513651
2	191550000	191800000	-0.663883955464
2	191800000	192200000	-0.426569084117
2	192200000	192750000	-0.354558396219
2	192750000	193650000	0.064329717563
2	193650000	194500000	-0.277523153022
2	194500000	194850000	0.101830783644
2	194850000	195350000	0.06829941237
2	195350000	195700000	-0.683152281296
2	195700000	196100000	-0.342703753341
2	196100000	196800000	-0.835193015431
2	196800000	197400000	-0.508449262182
2	197400000	197800000	-0.632271976026
2	197800000	198300000	-0.511389203194
2	198300000	199450000	-0.82650269638
2	199450000	199950000	-0.424337356344
2	199950000	200500000	-0.9449884504
2	200500000	200900000	-0.384298319345
2	200900000	201200000	-0.321186805211
2	201200000	201750000	-0.7035197141
2	201750000	202250000	-0.582911790868
2	202250000	202550000	-0.599365781246
2	202550000	203950000	-0.79761833924
2	203950000	205700000	-0.705104411343
2	205700000	205950000	-0.555069595335
2	205950000	207500000	-0.811677325652
2	207500000	208350000	-0.700592546274
2	208350000	209300000	-0.940726129503
2	209300000	209600000	-0.491651945229
2	209600000	209950000	0.052344106686
2	209950000	210200000	-0.265618048545
2	210200000	210600000	-0.399707179709
2	210600000	211050000	-0.291928770825
2	211050000	211750000	-0.128728823547
2	211750000	212550000	0.071937686186
2	212550000	213250000	-0.915796944545
2	213250000	213800000	-0.826772902944
2	213800000	214800000	0.15683486507
2	214800000	215300000	-0.006338305516
2	215300000	216700000	-0.829939232349
2	216700000	217150000	-0.893531877045
2	217150000	217750000	0.091183556841
2	217750000	218250000	-0.57482929842
2	218250000	218650000	-0.35902680951
2	218650000	219700000	-0.125551496097
2	219700000	220700000	-0.889789218776
2	220700000	221600000	-0.109244425927
2	221600000	222000000	-0.344371517475
2	222000000	222650000	-0.921324494991
2	222650000	222950000	-0.845401883474
2	222950000	223950000	-0.64235694317
2	223950000	224350000	-0.793568878232
2	224350000	225050000	-0.318479252685
2	225050000	225650000	-0.153623722242
2	225650000	225950000	-0.805392597768
2	225950000	226800000	0.212278653474
2	226800000	227100000	-0.548158711819
2	227100000	227900000	-0.585938507881
2	227900000	228650000	-0.653767993038
2	228650000	229750000	-0.575403942565
2	229750000	230800000	-0.776153700263
2	230800000	231050000	-0.532212982535
2	231050000	231500000	-0.208708779476
2	231500000	231850000	-0.419643758305
2	231850000	232550000	-0.591415873746
2	232550000	233250000	-0.705611825284
2	233250000	233950000	-0.405942453814
2	233950000	234550000	-0.486462727515
2	234550000	235100000	-0.559832968803
2	235100000	235750000	-0.626630553955
2	235750000	236300000	-0.625683858316
2	236300000	237100000	-0.494136732657
2	237100000	237800000	-1.046553533852
2	237800000	238300000	0.131816253979
2	238300000	239100000	-0.486365503123
2	239100000	240000000	-0.260894106526
2	240000000	240500000	-0.384833592838
2	240500000	240850000	-0.01197319879
2	240850000	241350000	0.140033163982
3	2100000	3200000	-0.119273157983
3	3200000	4300000	-0.793937000388
3	4300000	4650000	-0.632462768752
3	4650000	5800000	-0.421328608776
3	5800000	6800000	0.08794246646
3	6800000	8450000	-0.30366459152
3	8450000	8650000	-0.543261130421
3	8650000	9350000	-0.39027308886
3	9350000	9800000	-0.431303484053
3	9800000	10300000	-0.272444884531
3	10300000	10750000	-0.324728383103
3	10750000	11100000	-0.135281762009
3	11100000	11350000	-0.089361046358
3	11350000	11850000	-0.177188749954
3	11850000	12100000	-0.262845390025
3	12100000	12500000	-0.097319050685
3	12500000	13650000	-0.365962577075
3	13650000	14150000	-0.444239716875
3	14150000	14500000	-0.378893012193
3	14500000	14950000	-0.026850250071
3	14950000	15600000	-0.393296459821
3	15600000	16250000	-0.373174929316
3	16250000	16600000	-0.614892904112
3	16600000	17250000	-0.55579482295
3	17250000	17850000	-0.305710282521
3	17850000	18450000	-0.068377898997
3	18450000	19050000	0.010018814103
3	19050000	19900000	-0.518490501625
3	19900000	20200000	-0.452716359123
3	20200000	21000000	-0.59662763837
3	21000000	21500000	0.107092451753
3	21500000	22150000	-0.016570974156
3	22150000	22950000	-0.473727170682
3	22950000	23950000	-0.385264450877
3	23950000	24700000	-0.649154544558
3	24700000	25600000	-0.444007254345
3	25600000	26750000	-0.604484348212
3	26750000	27700000	0.259509371092
3	27700000	28350000	-0.275721289968
3	28350000	28900000	-0.63830888934
3	28900000	29200000	0.03953827473
3	29200000	30000000	0.100983788199
3	30000000	30750000	-0.513283345757
3	30750000	31550000	-0.683074467979
3	31550000	32150000	-0.386794421269
3	32150000	32700000	-0.351314912829
3	32700000	33100000	-0.426397367027
3	33100000	33450000	-0.307088554717
3	33450000	33850000	-0.25335012607
3	33850000	34700000	-0.85366869407
3	34700000	35950000	-0.035700052499
3	35950000	36700000	-0.620317089573
3	36700000	37000000	-0.56221547798
3	37000000	37300000	-0.350051045572
3	37300000	39050000	-0.434978521688
3	39050000	39400000	-0.608551614898
3	39400000	40550000	-0.716650483753
3	40550000	41250000	-0.541546751971
3	41250000	41900000	-0.272745821062
3	41900000	42200000	-0.687645657245
3	42200000	42550000	-0.451384593274
3	42550000	42900000	-0.46117586869
3	42900000	43550000	-0.606783876192
3	43550000	44300000	-0.330690939492
3	44300000	45000000	-0.49458563114
3	45000000	45500000	-0.702876141853
3	45500000	46400000	-0.201180033332
3	46400000	47000000	-0.48028874987
3	47000000	47400000	-0.225791253713
3	47400000	47800000	-0.462290387766
3	47800000	48200000	-0.477268148876
3	48200000	48700000	-0.481170761632
3	48700000	49000000	-0.415749913532
3	49000000	49500000	-0.618690533988
3	49500000	50300000	-0.419086824686
3	50300000	50650000	-0.573998875876
3	50650000	51400000	-0.749006574929
3	51400000	51950000	-0.855605562055
3	51950000	52200000	-0.577621566921
3	52200000	53300000	-0.27679500349
3	53300000	53900000	-0.578675650266
3	53900000	54400000	-0.426898229431
3	54400000	54850000	0.057559295523
3	54850000	55450000	-0.51323697858
3	55450000	56300000	-0.12087633465
3	56300000	57000000	-0.562976820439
3	57000000	57600000	-0.394176288731
3	57600000	58650000	-0.027132318467
3	58650000	59200000	-0.612928218383
3	59200000	59550000	-0.351285827872
3	59550000	59850000	-0.119893817098
3	59850000	60750000	-0.114894773054
